Color Difference Sorting: World Wide Web Participant Rankings
http://inventoland.net/data/published/color_difference_sorting.html
File created September 2014 by Nathan Moroney
participant_id block_id rank_1 rank_2 rank_3 rank_4 rank_5 rank_6 rank_7 rank_8 rank_9 seconds_elapsed
155	113	18	12	13	11	17	15	14	16	19	61
156	109	12	13	16	15	19	17	18	14	11	109
157	117	16	11	15	19	18	12	14	13	17	73
158	112	15	18	17	14	13	12	19	11	16	20
159	107	16	15	12	13	18	17	19	11	14	47
160	116	13	17	15	18	16	11	19	12	14	147
161	118	18	16	13	14	19	11	12	17	15	36
162	103	12	11	19	15	16	18	17	13	14	69
163	109	16	19	15	17	12	13	14	18	11	47
164	101	15	11	13	18	12	17	16	19	14	160
165	105	17	16	13	14	11	12	15	19	18	67
166	110	18	13	17	19	11	14	16	15	12	39
167	118	13	18	19	11	14	16	12	15	17	44
168	116	12	15	17	19	16	13	11	18	14	140
169	111	15	18	13	12	16	11	17	14	19	83
170	110	14	17	18	13	19	11	16	15	12	267
171	116	13	17	16	18	19	15	11	14	12	62
172	115	11	16	15	18	13	17	19	14	12	123
173	101	18	17	13	19	15	16	12	14	11	100
174	103	12	14	11	19	17	15	13	16	18	47
175	118	13	16	11	19	14	15	18	17	12	40
176	109	16	14	15	12	17	13	18	19	11	183
177	114	18	14	11	13	17	19	15	16	12	81
178	120	11	19	15	14	13	17	18	16	12	300
179	113	16	14	12	11	18	19	15	17	13	52
180	101	15	18	19	16	13	17	12	11	14	44
181	111	18	13	12	15	19	17	16	14	11	56
182	121	18	19	14	13	16	17	12	11	15	40
183	106	15	12	19	11	13	16	18	17	14	51
184	113	16	14	12	11	18	19	15	17	13	49
185	109	16	13	14	12	11	18	19	15	17	300
186	105	11	18	19	17	15	12	13	16	14	75
187	120	12	14	16	13	19	17	18	15	11	79
188	118	16	13	18	19	11	15	14	12	17	31
189	114	12	14	19	15	11	16	18	13	17	119
190	116	12	11	19	15	16	18	17	13	14	69
191	118	16	13	11	19	18	12	14	17	15	107
192	121	18	13	14	17	16	19	11	15	12	96
193	112	11	17	19	16	13	18	15	12	14	115
194	116	11	12	16	13	17	18	19	15	14	91
195	112	11	16	14	19	13	18	17	15	12	100
196	116	12	11	15	19	14	17	18	16	13	153
197	114	12	14	18	19	16	15	11	13	17	266
198	108	19	17	15	13	16	12	14	18	11	172
199	105	17	14	18	11	12	13	19	15	16	79
200	119	13	16	17	15	14	11	18	19	12	51
201	117	19	18	15	14	16	13	11	17	12	180
202	119	15	17	14	16	13	18	11	12	19	83
203	106	16	12	11	18	15	19	13	14	17	36
204	104	19	12	15	16	13	11	17	18	14	161
205	112	19	13	17	11	14	16	18	15	12	90
206	115	16	11	12	18	15	14	17	13	19	147
207	113	13	18	11	12	17	14	16	15	19	176
208	109	12	13	17	15	19	18	16	14	11	115
209	110	18	19	17	15	16	13	12	14	11	98
210	114	14	12	15	16	13	18	11	19	17	66
211	118	16	14	18	13	19	11	12	17	15	157
212	120	17	16	14	19	18	12	15	13	11	267
213	114	12	14	18	11	17	16	15	19	13	183
214	108	12	19	17	18	14	16	15	13	11	152
215	113	13	18	17	11	12	16	14	15	19	95
216	103	13	18	16	11	17	19	12	15	14	300
217	105	17	14	11	18	12	15	19	16	13	221
218	120	14	19	13	18	12	17	15	16	11	213
219	112	13	17	15	18	14	16	12	19	11	142
220	104	15	19	11	12	14	17	13	18	16	300
221	116	12	16	19	18	15	11	17	13	14	51
222	108	12	19	11	14	13	15	18	17	16	76
223	113	18	14	15	13	12	17	11	16	19	41
224	114	14	12	16	13	15	11	18	19	17	52
225	104	19	12	15	17	11	13	14	18	16	151
226	106	17	15	19	12	13	11	14	16	18	171
227	106	19	13	16	14	17	12	11	18	15	15
228	114	14	12	15	13	16	18	11	19	17	59
229	111	15	18	14	19	17	16	11	12	13	139
230	103	12	16	11	18	19	15	14	17	13	198
231	116	13	16	17	18	19	11	15	12	14	265
232	103	13	14	16	12	11	15	18	17	19	53
233	120	16	17	14	19	15	18	12	13	11	218
234	104	12	19	15	17	14	11	13	18	16	91
235	119	15	13	18	17	16	14	12	11	19	99
236	115	16	15	11	12	19	17	13	18	14	109
237	114	18	12	15	13	11	19	17	14	16	162
238	106	18	15	16	19	17	14	13	12	11	107
239	107	15	18	12	16	13	17	11	19	14	119
240	112	19	18	13	15	17	14	11	16	12	145
241	113	13	12	16	11	18	14	15	17	19	76
242	107	18	12	15	16	17	13	11	19	14	166
243	109	16	13	15	12	19	18	17	14	11	178
244	118	16	15	13	19	11	18	14	12	17	67
245	104	19	12	11	15	13	16	18	17	14	49
246	109	19	13	17	12	15	18	16	14	11	73
247	104	19	12	15	11	17	14	18	13	16	132
248	114	12	18	14	15	13	16	19	11	17	134
249	107	11	16	19	13	12	18	14	15	17	108
250	113	13	18	11	12	16	17	14	15	19	82
251	111	13	18	17	12	11	16	14	19	15	118
252	103	12	14	11	17	19	18	16	15	13	114
253	103	11	16	18	19	15	13	17	14	12	217
254	104	12	15	19	11	17	18	16	13	14	300
255	107	11	18	13	16	12	17	15	19	14	300
256	103	12	11	13	16	17	19	15	18	14	52
257	104	17	19	15	11	14	12	18	13	16	89
258	117	19	14	13	18	15	16	11	17	12	78
259	103	11	15	14	18	19	16	17	12	13	83
260	108	19	14	11	13	16	15	17	12	18	168
261	107	15	17	12	11	19	18	13	16	14	101
262	110	17	16	15	18	19	13	14	12	11	77
263	111	18	19	11	17	16	14	13	12	15	155
264	115	12	16	14	11	19	15	17	13	18	97
265	121	12	11	13	18	16	19	14	15	17	153
266	116	16	11	15	19	18	17	12	13	14	121
267	111	15	18	13	16	12	11	17	14	19	267
268	106	13	19	14	18	15	11	12	10	16	64
269	102	15	18	11	17	16	12	19	14	13	81
270	115	16	15	11	14	13	17	19	18	12	235
271	104	18	17	12	19	11	16	15	13	14	101
272	106	19	13	15	16	18	17	14	12	11	87
273	115	15	11	13	16	18	12	17	19	14	86
274	114	11	13	15	16	14	19	18	17	12	118
275	104	19	12	15	11	17	14	16	13	18	138
276	117	16	17	14	11	19	15	18	13	12	94
277	101	15	16	19	13	18	14	17	11	12	96
278	103	14	12	11	17	19	15	16	18	13	93
279	106	12	15	16	11	18	17	19	13	14	273
280	104	19	15	11	12	17	14	18	13	16	276
281	107	17	19	15	12	13	16	14	18	11	224
282	102	15	16	11	19	18	17	14	12	13	67
283	109	13	12	17	19	14	18	15	11	16	63
284	103	11	18	15	19	17	16	13	14	12	36
285	121	18	16	17	19	14	15	13	11	12	300
