1.78	-4.0	-6.928203	#db87c5
1.78	-0.0	-8.0	#ee859e
1.78	4.0	-6.928203	#f18b75
1.78	6.928203	-4.0	#e69a55
1.78	10.0	-0.0	#d0ac13
1.78	8.660254	5.0	#92c03c
1.78	5.0	8.660254	#00c672
1.78	0.0	10.0	#00c4a8
1.78	-5.0	8.660254	#00b9d7
1.78	-8.660254	5.0	#00a8f6
1.78	-8.660254	-5.0	#bd86f0
1.78	-5.0	-8.660254	#e47ccc
1.78	-0.0	-10.0	#fa799a
1.78	5.0	-8.660254	#fd7f65
1.78	8.660254	-5.0	#f09234
1.78	12.0	-0.0	#d6a900
1.78	10.392305	6.0	#8ac000
1.78	6.0	10.392305	#00c65f
1.78	0.0	12.0	#00c6a5
1.78	-6.0	10.392305	#00badf
1.78	-6.0	-10.392305	#ed71d2
