zip	latitude	longitude
80532	40.5	-105.4
80533	40.2	-105.2
80534	40.3	-104.9
80535	40.6	-105.1
80536	40.9	-105.4
80537	40.4	-105.1
80538	40.4	-105.1
80539	40.4	-105.1
80540	40.2	-105.3
80541	40.5	-105.2
80542	40.2	-105.0
80543	40.3	-104.9
80544	40.1	-105.2
80545	40.9	-105.7
80546	40.5	-104.9
80547	40.5	-105.0
80549	40.7	-105.0
80550	40.5	-104.9
80551	40.5	-104.9
80553	40.6	-105.1
80601	39.9	-104.8
80602	40.0	-104.9
80603	40.0	-104.8
80610	40.6	-104.7
80611	40.6	-104.3
80612	40.9	-104.9
80614	39.9	-105.0
80615	40.5	-104.7
80620	40.4	-104.7
80621	40.1	-104.8
80622	40.5	-104.5
80623	40.3	-104.8
80624	40.5	-104.5
80631	40.4	-104.7
80632	40.4	-104.8
80633	40.4	-104.7
80634	40.4	-104.8
80638	40.4	-104.7
80639	40.4	-104.7
80640	39.9	-104.9
80642	40.1	-104.7
80643	40.1	-104.4
80644	40.4	-104.5
80645	40.3	-104.7
80646	40.5	-104.7
80648	40.7	-104.8
80649	40.4	-104.1
80650	40.6	-104.8
80651	40.2	-104.8
80652	40.1	-104.3
80653	40.4	-104.0
80654	40.2	-104.0
80701	40.3	-103.8
80705	40.3	-103.8
80720	40.2	-103.2
80721	40.7	-102.2
80722	40.5	-103.3
80723	40.3	-103.6
80726	40.9	-102.8
80727	40.1	-102.5
80728	40.6	-102.9
80729	40.9	-104.2
80731	40.6	-102.6
80732	41.0	-104.3
80733	40.3	-103.5
80734	40.6	-102.3
80735	39.8	-102.4
80736	40.8	-103.1
80737	41.0	-102.3
80740	39.8	-103.4
80741	40.6	-103.5
80742	40.7	-103.8
80743	40.2	-102.9
80744	40.9	-102.4
80745	40.9	-103.4
80746	40.6	-102.5
80747	41.0	-103.1
80749	40.9	-102.5
80750	40.3	-103.6
80751	40.6	-103.2
80754	40.7	-103.6
80755	39.9	-102.3
80757	39.8	-103.6
80758	40.1	-102.4
80759	40.1	-102.7
80801	39.7	-103.1
80802	38.8	-102.2
80804	39.3	-103.3
80805	39.3	-102.4
80807	39.3	-102.3
80808	39.0	-104.4
80809	38.9	-105.0
80810	38.8	-102.4
80812	39.7	-103.0
80813	38.8	-105.1
80814	39.0	-105.2
80815	39.3	-103.1
80816	38.9	-105.3
80817	38.7	-104.7
80818	39.3	-103.5
80819	38.9	-105.0
80820	38.8	-105.6
80821	39.1	-103.5
80822	39.7	-102.7
80823	38.7	-103.5
80824	39.6	-102.5
80825	38.8	-102.8
80826	39.3	-103.7
80827	39.0	-105.4
80828	39.3	-103.7
80829	38.9	-104.9
80830	39.1	-103.9
80831	39.0	-104.5
80832	39.1	-104.1
80833	38.8	-104.0
80834	39.3	-102.9
80835	39.2	-104.1
80836	39.3	-102.6
80840	39.1	-103.8
80841	39.1	-103.8
80860	38.7	-105.1
80861	39.3	-102.7
80862	38.8	-103.1
80863	39.0	-105.1
80864	38.8	-104.2
80866	39.0	-105.1
80901	38.8	-104.8
80902	38.8	-104.8
80903	38.8	-104.8
80904	38.9	-104.9
80905	38.8	-104.8
80906	38.8	-104.8
80907	38.9	-104.8
80908	39.0	-104.7
80909	38.9	-104.8
80910	38.8	-104.8
80911	38.7	-104.7
80912	38.8	-104.8
80913	38.7	-104.8
80914	38.8	-104.7
80915	38.9	-104.7
80916	38.8	-104.7
80917	38.9	-104.7
80918	38.9	-104.8
80919	38.9	-104.8
80920	38.9	-104.8
80921	39.0	-104.8
80922	38.9	-104.7
80923	38.9	-104.7
80924	39.0	-104.7
80925	38.7	-104.6
80926	38.7	-104.9
80927	38.9	-104.7
80928	38.6	-104.5
80929	38.8	-104.6
80930	38.8	-104.5
80931	38.8	-104.8
80932	38.8	-104.8
80933	38.8	-104.8
80934	38.8	-104.8
80935	38.8	-104.8
80936	38.8	-104.8
80937	38.8	-104.8
80938	38.9	-104.7
80939	38.9	-104.7
80941	38.8	-104.8
80942	38.8	-104.8
80944	38.8	-104.8
80946	38.8	-104.8
80947	38.8	-104.8
80949	38.8	-104.8
80950	38.8	-104.8
80951	38.9	-104.7
80960	38.8	-104.8
80962	38.8	-104.8
80970	38.8	-104.8
80977	38.8	-104.8
80995	38.8	-104.8
80997	38.8	-104.8
81001	38.3	-104.6
81002	38.3	-104.6
81003	38.3	-104.6
81004	38.2	-104.6
81005	38.2	-104.7
81006	38.2	-104.5
81007	38.4	-104.8
81008	38.3	-104.6
81009	38.1	-104.6
81010	38.1	-104.6
81011	38.1	-104.6
81012	38.1	-104.6
81019	37.9	-104.8
81020	37.4	-104.7
81021	38.4	-103.4
81022	38.1	-104.5
81023	38.1	-105.0
81024	37.2	-104.7
81025	38.3	-104.3
81027	37.1	-103.9
81029	37.1	-102.5
81030	38.1	-103.5
81033	38.2	-103.9
81034	38.2	-103.9
81036	38.4	-102.6
81038	38.0	-103.1
81039	38.1	-104.0
81040	37.8	-105.2
81041	38.1	-102.3
81043	38.1	-102.2
81044	38.0	-103.0
81045	38.4	-103.2
81046	37.3	-104.4
81047	38.0	-102.1
81049	37.3	-103.4
81050	38.0	-103.7
81052	38.1	-102.6
81054	37.9	-103.1
81055	37.5	-105.1
81057	38.1	-102.9
81058	38.1	-103.9
81059	37.5	-104.2
81062	38.2	-103.9
81063	38.2	-103.8
81064	37.3	-102.9
81067	38.0	-103.7
81069	37.9	-104.9
81071	38.5	-102.3
81073	37.4	-102.6
81076	38.2	-103.7
81077	38.0	-103.6
81081	37.1	-104.1
81082	37.3	-104.5
81084	37.5	-102.4
81087	37.4	-102.4
81089	37.6	-104.8
81090	37.4	-102.3
81091	37.2	-104.8
81092	38.2	-102.7
81101	37.5	-105.9
81102	37.5	-105.9
81120	37.1	-106.0
81121	37.0	-107.4
81122	37.3	-107.6
81123	37.4	-105.5
81124	37.3	-106.1
81125	37.7	-106.1
81126	37.2	-105.4
81128	37.0	-106.8
81129	37.1	-106.0
81130	37.8	-106.9
81131	38.0	-105.7
81132	37.6	-106.4
81133	37.4	-105.4
81135	37.6	-106.1
81136	37.7	-105.9
81137	37.1	-107.6
81138	37.0	-105.6
81140	37.3	-106.0
81141	37.2	-105.9
81143	38.0	-105.8
81144	37.6	-106.1
81146	37.6	-105.8
81147	37.3	-107.0
81148	37.2	-106.0
81149	38.1	-106.2
81151	37.3	-105.9
81152	37.1	-105.5
81154	37.7	-106.6
81155	38.3	-106.1
81157	37.3	-107.0
81201	38.5	-106.0
81210	38.8	-106.7
81211	38.8	-106.1
81212	38.4	-105.2
81215	38.5	-105.5
81220	38.4	-107.5
81221	38.4	-105.1
81222	38.4	-105.8
81223	38.4	-105.7
81224	38.9	-107.0
81225	38.9	-107.0
81226	38.4	-105.1
81227	38.6	-106.3
81228	39.0	-106.3
81230	38.6	-106.9
81231	38.5	-106.9
81232	38.3	-105.6
81233	38.4	-105.8
81235	38.0	-107.3
81236	38.7	-106.1
81237	38.6	-106.6
81239	38.5	-106.6
81240	38.4	-105.0
81241	38.6	-106.5
81242	38.5	-106.1
81243	38.3	-107.1
81244	38.4	-105.2
81248	38.4	-106.4
81251	39.1	-106.4
81252	38.1	-105.4
81253	38.1	-105.1
81290	38.4	-105.1
81301	37.3	-107.9
81302	37.3	-107.9
81303	37.1	-107.9
81320	37.7	-108.8
81321	37.4	-108.6
81323	37.5	-108.5
81324	37.8	-108.9
81325	37.9	-108.9
81326	37.2	-108.1
81327	37.5	-108.7
81328	37.3	-108.3
81329	37.1	-108.1
81330	37.2	-108.5
81331	37.6	-108.8
81332	37.7	-108.0
81334	37.2	-108.7
81335	37.5	-108.7
81401	38.5	-107.9
81402	38.5	-107.9
81403	38.4	-107.9
81410	38.8	-108.0
81411	38.3	-109.0
81413	38.9	-107.9
81414	38.8	-108.0
81415	38.7	-107.6
81416	38.7	-108.1
81418	38.8	-108.0
81419	38.8	-107.7
81420	38.8	-107.8
81422	38.2	-108.6
81423	38.1	-108.3
81424	38.3	-108.5
81425	38.6	-108.0
81426	37.9	-107.8
81427	38.0	-107.7
81428	38.9	-107.6
81429	38.4	-109.0
81430	38.0	-108.1
81431	38.2	-108.4
81432	38.1	-107.8
81433	37.8	-107.7
81434	38.9	-107.4
81435	37.9	-107.8
81501	39.1	-108.5
81502	39.0	-108.5
81503	39.0	-108.4
81504	39.1	-108.5
81505	39.1	-108.6
81506	39.1	-108.5
81507	39.0	-108.6
81520	39.1	-108.4
81521	39.2	-108.7
81522	38.7	-109.0
81523	39.0	-108.8
81524	39.2	-108.8
81525	39.3	-108.9
81526	39.1	-108.4
81527	39.0	-108.4
81601	39.5	-107.3
81602	39.6	-107.3
81610	40.3	-109.0
81611	39.2	-106.8
81612	39.2	-106.9
81615	39.2	-106.9
81620	39.6	-106.5
81621	39.4	-107.0
81623	39.3	-107.2
81624	39.2	-107.9
81625	40.5	-107.6
81626	40.5	-107.5
81630	39.3	-108.2
81631	39.6	-106.8
81632	39.6	-106.6
81633	40.4	-108.4
81635	39.5	-108.1
81636	39.4	-108.0
81637	39.7	-107.0
81638	40.3	-107.6
81639	40.5	-107.3
81640	40.7	-108.4
81641	40.0	-107.9
81642	39.3	-106.7
81643	39.2	-108.1
81645	39.6	-106.4
81646	39.2	-108.1
81647	39.6	-107.5
81648	40.1	-108.8
81649	39.5	-106.4
81650	39.5	-107.8
81652	39.5	-107.7
81653	41.0	-107.3
81654	39.2	-107.0
81655	39.7	-106.7
81656	39.3	-106.9
81657	39.7	-106.3
81658	39.6	-106.5
82001	41.1	-104.8
82002	41.1	-104.8
82003	41.2	-104.7
82005	41.1	-104.9
82006	41.1	-104.8
82007	41.1	-104.8
82008	41.1	-104.8
82009	41.2	-104.8
82010	41.1	-104.8
82050	41.4	-104.2
82051	41.6	-105.6
82052	41.1	-105.3
82053	41.2	-104.3
82054	41.0	-104.3
82055	41.3	-106.0
82058	42.2	-105.7
82059	41.0	-105.2
82060	41.2	-104.5
82061	41.4	-105.1
82063	41.1	-106.0
82070	41.4	-105.8
82071	41.3	-105.6
82072	41.4	-105.5
82073	41.3	-105.6
82081	41.5	-104.3
82082	41.2	-104.1
82083	41.7	-106.0
82084	41.1	-105.4
82190	44.8	-110.6
82201	42.0	-105.0
82210	41.7	-104.8
82212	42.2	-104.5
82213	42.5	-105.0
82214	42.3	-104.8
82215	42.3	-104.7
82217	41.8	-104.3
82218	41.9	-104.1
82219	42.5	-104.5
82221	41.6	-104.2
82222	43.0	-104.6
82223	42.1	-104.3
82224	43.0	-104.8
82225	42.8	-104.5
82227	42.7	-104.7
82229	42.7	-105.0
82240	42.1	-104.2
82242	42.7	-104.1
82243	42.0	-104.4
82244	41.9	-104.4
82301	41.8	-107.2
82310	42.5	-107.9
82321	41.0	-107.7
82322	42.2	-107.6
82323	41.0	-107.5
82324	41.7	-106.4
82325	41.2	-106.8
82327	41.9	-106.5
82329	41.9	-106.2
82331	41.5	-106.8
82332	41.0	-107.4
82334	41.8	-107.1
82335	41.8	-106.8
82336	41.7	-108.2
82401	44.0	-108.0
82410	44.4	-108.0
82411	44.4	-108.4
82412	44.8	-108.5
82414	44.5	-109.1
82420	44.9	-108.5
82421	44.9	-108.6
82422	44.5	-108.4
82423	45.0	-108.6
82426	44.5	-108.1
82428	44.3	-107.6
82430	43.8	-108.2
82431	44.8	-108.4
82432	44.3	-108.0
82433	44.2	-109.0
82434	44.4	-108.3
82435	44.8	-108.8
82440	44.7	-108.9
82441	44.6	-107.8
82442	44.0	-107.4
82443	43.8	-108.4
82450	44.5	-109.4
82501	43.0	-108.2
82510	43.0	-108.5
82512	43.4	-109.3
82513	43.5	-109.6
82514	43.0	-108.9
82515	42.9	-108.6
82516	43.3	-108.9
82520	42.9	-108.6
82523	43.4	-108.7
82524	43.0	-108.4
82601	42.8	-106.3
82602	42.9	-106.4
82604	42.8	-106.4
82605	42.9	-106.3
82609	42.8	-106.3
82615	41.7	-107.0
82620	42.5	-106.8
82630	43.2	-107.3
82633	42.8	-105.4
82635	43.4	-106.3
82636	42.9	-106.2
82637	42.8	-105.9
82638	43.1	-107.3
82639	43.7	-106.6
82640	43.6	-106.2
82642	43.3	-107.6
82643	43.4	-106.3
82644	42.8	-106.4
82646	43.0	-106.8
82648	43.0	-107.0
82649	43.2	-108.1
82701	43.9	-104.2
82710	44.7	-104.2
82711	44.7	-104.4
82712	44.5	-104.1
82714	44.5	-104.7
82715	44.1	-104.1
82716	44.3	-105.5
82717	44.3	-105.5
82718	43.9	-105.5
82720	44.7	-104.6
82721	44.4	-104.8
82723	44.0	-104.4
82725	44.8	-105.8
82727	44.3	-105.2
82729	44.4	-104.4
82730	44.1	-104.6
82731	44.8	-105.4
82732	43.8	-105.5
82801	44.8	-107.0
82831	44.7	-106.1
82832	44.6	-106.8
82833	44.7	-107.0
82834	44.3	-106.7
82835	44.7	-106.5
82836	44.9	-107.3
82837	44.7	-106.3
82838	45.0	-107.3
82839	44.9	-107.2
82840	44.5	-106.9
82842	44.6	-106.9
82844	44.8	-107.2
82845	44.8	-106.7
82901	41.6	-109.2
82902	41.6	-109.2
82922	43.2	-110.3
82923	42.7	-109.5
82925	43.1	-109.9
82929	41.5	-109.9
82930	41.3	-111.0
82931	41.3	-110.9
82932	42.1	-109.4
82933	41.3	-110.4
82934	41.6	-110.0
82935	41.5	-109.5
82936	41.1	-110.2
82937	41.3	-110.3
82938	41.0	-109.9
82939	41.2	-110.3
82941	42.9	-109.9
82942	41.7	-108.8
82943	41.7	-109.2
82944	41.1	-110.5
82945	41.8	-109.0
83001	43.5	-110.7
83002	43.5	-110.8
83011	43.6	-110.5
83012	43.7	-110.7
83013	44.0	-110.6
83014	43.5	-110.9
83025	43.6	-110.8
83101	41.8	-110.5
83110	42.7	-110.9
83111	42.8	-111.0
83112	42.9	-110.9
83113	42.6	-110.1
83114	42.1	-110.9
83115	42.9	-110.1
83116	41.8	-110.5
83118	43.0	-111.0
83119	42.7	-111.0
83120	43.0	-111.0
83121	41.8	-110.5
83122	42.8	-110.9
83123	42.2	-110.2
83124	41.8	-110.3
83126	42.6	-110.9
83127	42.9	-111.0
83128	43.2	-111.0
83201	42.9	-112.4
83202	42.9	-112.5
83203	43.0	-112.4
83204	42.8	-112.4
83205	42.8	-112.4
83206	42.9	-112.4
83209	42.6	-112.3
83210	43.0	-112.8
83211	42.6	-112.9
83212	42.5	-112.6
83213	43.6	-113.3
83214	42.6	-112.2
83215	43.4	-112.8
83217	42.7	-111.8
83218	43.3	-112.2
83220	42.3	-111.4
83221	43.2	-112.4
83223	42.2	-111.4
83226	44.5	-114.2
83227	44.3	-114.4
83228	42.2	-112.0
83229	45.1	-114.2
83230	42.7	-111.6
83232	42.1	-112.0
83233	42.2	-111.2
83234	42.4	-112.1
83235	44.7	-114.0
83236	43.3	-112.2
83237	42.0	-111.8
83238	42.3	-111.1
83239	42.5	-111.4
83241	42.5	-111.7
83243	42.2	-112.7
83244	43.9	-113.1
83245	42.8	-112.2
83246	42.6	-112.0
83250	42.6	-112.2
83251	43.9	-113.6
83252	42.2	-112.3
83253	44.6	-113.9
83254	42.4	-111.3
83255	43.7	-113.5
83256	43.2	-112.4
83261	42.2	-111.4
83262	43.1	-112.6
83263	42.1	-111.9
83271	42.6	-112.9
83272	42.1	-111.4
83274	43.4	-112.1
83276	42.7	-111.6
83277	43.1	-112.7
83278	44.4	-114.9
83281	42.3	-112.0
83283	42.4	-111.7
83285	43.0	-111.3
83286	42.0	-112.0
83287	42.0	-111.5
83301	42.6	-114.5
83302	42.2	-114.6
83303	42.6	-114.5
83311	42.4	-113.6
83312	42.1	-113.6
83313	43.4	-114.2
83314	42.9	-114.9
83316	42.6	-114.8
83318	42.5	-113.8
83320	43.3	-113.9
83321	42.5	-114.9
83322	43.5	-114.7
83323	42.5	-113.4
83324	42.9	-114.3
83325	42.6	-114.2
83327	43.4	-114.8
83328	42.6	-114.6
83330	42.9	-114.7
83332	42.8	-114.9
83333	43.5	-114.3
83334	42.5	-114.3
83335	42.6	-114.1
83336	42.6	-113.8
83337	43.3	-115.1
83338	42.7	-114.5
83340	43.7	-114.5
83341	42.5	-114.4
83342	42.3	-113.4
83343	42.8	-113.5
83344	42.5	-114.2
83346	42.2	-113.9
83347	42.6	-113.8
83348	43.3	-114.1
83349	43.1	-114.2
83350	42.7	-113.6
83352	42.9	-114.4
83353	43.7	-114.3
83354	43.6	-114.3
83355	42.8	-114.7
83401	43.6	-111.9
83402	43.5	-112.1
83403	43.5	-112.0
83404	43.5	-112.0
83405	43.5	-112.0
83406	43.5	-112.0
83414	43.9	-110.9
83415	43.5	-112.0
83420	44.0	-111.4
83421	44.0	-111.5
83422	43.7	-111.1
83423	44.2	-112.3
83424	43.9	-111.2
83425	43.9	-112.2
83427	43.5	-111.9
83428	43.4	-111.3
83429	44.4	-111.4
83431	43.7	-112.0
83433	44.3	-111.6
83434	43.7	-112.0
83435	44.0	-112.6
83436	43.9	-111.6
83438	44.0	-111.8
83440	43.8	-111.8
83441	43.8	-111.7
83442	43.7	-111.9
83443	43.5	-111.5
83444	43.7	-112.1
83445	44.0	-111.7
83446	44.4	-112.2
83448	43.8	-111.7
83449	43.5	-111.3
83450	43.9	-112.4
83451	43.9	-111.7
83452	43.8	-111.2
83454	43.6	-112.0
83455	43.6	-111.1
83460	43.8	-111.8
83462	45.3	-113.9
83463	45.6	-114.0
83464	44.7	-113.5
83465	44.9	-113.6
83466	45.4	-114.0
83467	45.2	-113.9
83468	45.0	-113.8
83469	45.4	-114.3
83501	46.4	-116.9
83520	46.5	-116.3
83522	46.0	-116.4
83523	46.2	-116.5
83524	46.4	-116.7
83525	45.8	-115.5
83526	46.1	-116.4
83530	45.9	-116.1
83531	46.0	-116.3
83533	46.1	-116.3
83535	46.6	-116.7
83536	46.2	-116.0
83537	46.6	-116.6
83539	46.1	-115.9
83540	46.4	-116.8
83541	46.5	-116.5
83542	45.6	-116.3
83543	46.2	-116.2
83544	46.5	-116.2
83545	46.5	-116.4
83546	46.5	-115.8
83547	45.3	-116.4
83548	46.3	-116.5
83549	45.4	-116.3
83552	46.0	-115.9
83553	46.4	-115.9
83554	45.8	-116.3
83555	46.2	-116.6
83601	43.8	-115.3
83602	44.1	-116.1
83604	42.6	-115.8
83605	43.7	-116.7
83606	43.7	-116.8
83607	43.6	-116.8
83610	44.6	-116.7
83611	44.7	-115.6
83612	44.8	-116.5
83615	44.7	-116.0
83616	43.7	-116.4
83617	43.9	-116.5
83619	44.0	-116.9
83622	44.1	-115.8
83623	43.0	-115.3
83624	43.0	-116.1
83626	43.7	-116.8
83627	42.9	-115.5
83628	43.6	-116.9
83629	43.9	-116.2
83630	43.6	-116.8
83631	43.9	-115.7
83632	44.5	-116.4
83633	43.0	-115.2
83634	43.5	-116.4
83635	44.8	-116.1
83636	43.9	-116.6
83637	44.1	-115.5
83638	44.9	-116.1
83639	43.5	-116.8
83641	43.4	-116.5
83642	43.6	-116.4
83643	44.6	-116.4
83644	43.7	-116.6
83645	44.4	-116.7
83646	43.6	-116.4
83647	43.1	-115.7
83648	43.8	-116.4
83650	42.8	-116.6
83651	43.6	-116.6
83652	43.7	-116.6
83653	43.6	-116.8
83654	45.0	-116.3
83655	44.0	-116.8
83656	43.7	-116.8
83657	44.2	-116.3
83660	43.8	-116.9
83661	44.1	-116.9
83666	44.0	-116.0
83669	43.7	-116.5
83670	44.0	-116.3
83671	45.3	-115.7
83672	44.3	-117.0
83676	43.7	-116.9
83677	45.0	-115.5
83680	43.6	-116.4
83686	43.5	-116.6
83687	43.6	-116.5
83701	43.6	-116.3
83702	43.6	-116.2
83703	43.7	-116.3
83704	43.6	-116.3
83705	43.6	-116.2
83706	43.6	-116.2
83707	43.6	-116.2
83708	43.5	-116.2
83709	43.6	-116.3
83711	43.5	-116.2
83712	43.6	-116.2
83713	43.6	-116.3
83714	43.7	-116.3
83715	43.5	-116.2
83716	43.5	-116.0
83717	43.5	-116.2
83719	43.5	-116.2
83720	43.5	-116.2
83722	43.5	-116.2
83724	43.6	-116.2
83725	43.5	-116.2
83726	43.5	-116.2
83728	43.6	-116.2
83729	43.5	-116.2
83731	43.5	-116.2
83732	43.5	-116.2
83735	43.6	-116.2
83756	43.5	-116.2
83799	43.6	-116.2
83801	47.9	-116.7
83802	47.3	-115.9
83803	48.0	-116.5
83804	48.0	-117.0
83805	48.7	-116.3
83806	46.9	-116.4
83808	47.3	-116.1
83809	48.0	-116.6
83810	47.6	-116.4
83811	48.1	-116.2
83812	47.0	-116.3
83813	48.1	-116.7
83814	47.7	-116.8
83815	47.7	-116.8
83816	47.7	-116.8
83821	48.5	-116.8
83822	48.2	-117.0
83823	46.8	-116.5
83824	47.1	-116.9
83825	48.3	-116.6
83826	49.0	-116.2
83827	46.8	-116.2
83830	47.1	-116.4
83832	46.6	-116.9
83833	47.5	-116.7
83834	46.9	-116.7
83835	47.8	-116.7
83836	48.2	-116.3
83837	47.5	-116.1
83839	47.6	-116.3
83840	48.3	-116.5
83841	48.2	-116.8
83842	47.5	-116.6
83843	46.7	-117.0
83844	46.7	-117.0
83845	48.7	-116.2
83846	47.5	-115.8
83847	48.6	-116.3
83848	48.6	-116.9
83849	47.5	-116.0
83850	47.5	-116.3
83851	47.3	-116.9
83852	48.3	-116.5
83853	49.0	-116.5
83854	47.7	-116.9
83855	46.9	-116.9
83856	48.2	-116.9
83857	46.9	-116.8
83858	47.8	-116.9
83860	48.2	-116.5
83861	47.3	-116.6
83864	48.3	-116.5
83865	48.4	-116.6
83866	47.2	-116.4
83867	47.5	-116.0
83868	47.5	-116.2
83869	48.0	-116.9
83870	47.2	-116.9
83871	46.7	-116.8
83872	46.9	-117.0
83873	47.5	-116.0
83874	47.6	-115.9
83876	47.4	-116.9
83877	47.7	-117.0
84001	40.4	-110.3
84002	40.4	-110.3
84003	40.4	-111.8
84004	40.5	-111.8
84005	40.4	-112.0
84006	40.6	-112.1
84007	40.4	-110.2
84008	40.0	-109.2
84009	40.6	-111.9
84010	40.9	-111.9
84011	40.9	-111.9
84013	40.3	-112.1
84014	40.9	-111.9
84015	41.1	-112.0
84016	41.1	-112.0
84017	40.8	-111.3
84018	41.1	-111.5
84020	40.5	-111.9
84021	40.2	-110.4
84022	40.3	-112.7
84023	40.9	-109.4
84024	41.0	-111.5
84025	41.0	-111.9
84026	40.3	-109.9
84027	40.2	-110.8
84028	41.9	-111.4
84029	40.6	-112.5
84031	40.5	-110.8
84032	40.5	-111.4
84033	41.0	-111.5
84034	40.0	-114.0
84035	40.4	-109.4
84036	40.6	-111.3
84037	41.0	-111.9
84038	41.8	-111.3
84039	40.4	-109.8
84040	41.1	-111.9
84041	41.1	-112.0
84042	40.3	-111.7
84043	40.4	-111.9
84044	40.7	-112.1
84045	40.3	-111.9
84046	41.0	-109.7
84047	40.6	-111.9
84049	40.5	-111.5
84050	41.1	-111.7
84051	40.4	-110.4
84052	40.2	-110.0
84053	40.5	-110.0
84054	40.8	-111.9
84055	40.7	-111.2
84056	41.1	-112.0
84057	40.3	-111.7
84058	40.3	-111.7
84059	40.2	-111.5
84060	40.7	-111.5
84061	40.7	-111.3
84062	40.4	-111.7
84063	40.2	-109.7
84064	41.7	-111.2
84065	40.5	-111.9
84066	40.3	-110.0
84067	41.2	-112.0
84068	40.7	-111.5
84069	40.4	-112.5
84070	40.6	-111.9
84071	40.4	-112.4
84072	40.4	-110.7
84073	40.3	-110.4
84074	40.5	-112.3
84075	41.1	-112.0
84076	40.4	-109.8
84078	40.4	-109.5
84079	40.5	-109.5
84080	40.1	-112.4
84081	40.6	-112.0
84082	40.4	-111.5
84083	40.7	-114.0
84084	40.6	-112.0
84085	40.5	-109.9
84086	41.5	-111.2
84087	40.9	-111.9
84088	40.6	-112.0
84089	41.0	-112.1
84090	40.7	-111.9
84091	40.7	-111.9
84092	40.6	-111.7
84093	40.6	-111.8
84094	40.6	-111.9
84095	40.6	-112.0
84096	40.5	-112.0
84097	40.3	-111.7
84098	40.7	-111.5
84101	40.8	-111.9
84102	40.8	-111.9
84103	40.8	-111.9
84104	40.7	-111.9
84105	40.7	-111.9
84106	40.7	-111.9
84107	40.7	-111.9
84108	40.7	-111.8
84109	40.7	-111.8
84110	40.7	-111.9
84111	40.8	-111.9
84112	40.8	-111.8
84113	40.8	-111.8
84114	40.7	-111.9
84115	40.7	-111.9
84116	40.8	-111.9
84117	40.7	-111.8
84118	40.7	-112.0
84119	40.7	-112.0
84120	40.7	-112.0
84121	40.6	-111.8
84122	40.7	-111.9
84123	40.7	-111.9
84124	40.7	-111.8
84125	40.7	-111.9
84126	40.7	-111.9
84127	40.7	-111.9
84128	40.7	-112.0
84129	40.7	-112.0
84130	40.7	-111.9
84131	40.7	-111.9
84132	40.8	-111.8
84133	40.8	-111.9
84134	40.7	-111.9
84136	40.8	-111.9
84138	40.8	-111.9
84139	40.8	-111.9
84141	40.7	-111.9
84143	40.8	-111.9
84145	40.7	-111.9
84147	40.8	-111.9
84148	40.8	-111.8
84150	40.7	-111.9
84151	40.7	-111.9
84152	40.8	-111.9
84157	40.7	-111.9
84158	40.8	-111.8
84165	40.7	-111.9
84170	40.7	-111.9
84171	40.7	-111.9
84180	40.8	-111.9
84184	40.7	-112.0
84189	40.8	-111.9
84190	40.7	-111.9
84199	40.7	-111.9
84201	41.2	-112.0
84244	41.3	-112.0
84301	41.6	-112.1
84302	41.5	-112.0
84304	41.8	-112.0
84305	41.9	-112.0
84306	41.8	-112.1
84307	41.5	-112.2
84308	41.9	-112.0
84309	41.7	-112.1
84310	41.3	-111.9
84311	41.8	-112.1
84312	41.7	-112.2
84313	41.7	-113.9
84314	41.7	-112.1
84315	41.2	-112.1
84316	41.8	-112.4
84317	41.3	-111.8
84318	41.8	-111.8
84319	41.6	-111.8
84320	42.0	-111.9
84321	41.7	-111.8
84322	41.6	-111.9
84323	41.7	-111.8
84324	41.5	-111.9
84325	41.7	-112.0
84326	41.7	-111.8
84327	41.9	-112.0
84328	41.6	-111.8
84329	41.9	-113.3
84330	41.9	-112.1
84331	42.0	-112.2
84332	41.7	-111.8
84333	41.9	-111.8
84334	41.8	-112.1
84335	41.8	-111.9
84336	42.0	-112.7
84337	41.7	-112.2
84338	41.9	-111.9
84339	41.6	-111.9
84340	41.4	-112.0
84341	41.8	-111.8
84401	41.2	-112.0
84402	41.3	-112.0
84403	41.2	-111.9
84404	41.3	-112.0
84405	41.2	-112.0
84407	41.2	-112.0
84408	41.2	-111.9
84409	41.3	-112.0
84412	41.3	-112.0
84414	41.3	-112.0
84415	41.3	-112.0
84501	39.6	-110.8
84510	37.2	-109.2
84511	37.6	-109.5
84512	37.3	-109.6
84513	39.2	-111.0
84515	39.0	-109.3
84516	39.1	-111.1
84518	39.3	-110.9
84520	39.5	-110.4
84521	39.4	-110.8
84522	38.9	-111.3
84523	39.1	-111.1
84525	39.0	-110.2
84526	39.7	-110.9
84528	39.3	-111.0
84529	39.7	-110.8
84530	38.3	-109.2
84531	37.1	-110.0
84532	38.6	-109.5
84533	37.7	-110.2
84534	37.3	-109.1
84535	37.9	-109.3
84536	37.1	-110.4
84537	39.2	-111.1
84539	39.6	-110.4
84540	39.0	-109.7
84542	39.5	-110.7
84601	40.2	-111.7
84602	40.4	-111.7
84603	40.2	-111.6
84604	40.3	-111.7
84605	40.2	-111.5
84606	40.2	-111.6
84620	38.9	-111.9
84621	39.1	-111.8
84622	39.1	-111.8
84623	39.5	-111.6
84624	39.4	-112.5
84626	40.0	-112.0
84627	39.4	-111.6
84628	40.0	-112.1
84629	39.6	-111.4
84630	39.2	-111.8
84631	39.0	-112.3
84632	39.6	-111.6
84633	40.0	-111.9
84634	39.2	-111.8
84635	39.3	-112.7
84636	39.1	-112.3
84637	38.8	-112.5
84638	39.5	-112.3
